building,code,description,title,days,credits,time,instructor,school,collegeId,department
G360 DENT,DENT14184,no description available,Clinical Foundations II,M-W----,0.00-10.00,9-12PM,"Mendonca, Jin, Alqahtani, Reale Reyes, Daghrery, Morris, Mitwalli, Mendonca, Yamashita, Campos, Manz, Miller, Alhalees, Marshall, May",,2,
G322 DENT,DENT19416,no description available,Clinical Found II/Rem Prostho,----F--,2,9-12PM,"Kane, George, Gerigk, Yamashita, Liu, Hill",,2,
G360 DENT,DENT19416,no description available,Clinical Found II/Rem Prostho,----F--,2,9-12PM,,,2,
G322 DENT,DENT22100,no description available,Clinical Applications,M------,0.5,8-9AM,McLean,,2,
G322 DENT,DENT22101,no description available,Periodontal Therapy I,--W----,0.00-10.00,8-9AM,"Richards, Travan",,2,
G322 DENT,DENT22101,no description available,Periodontal Therapy I,---TH---,0.00-10.00,1-2PM,,,2,
G005 DENT,DENT22095,no description available,GI System,M------,2.00-3.00,3-5PM,"Brzezinski, Sweier",,2,
G005 DENT,DENT22095,no description available,GI System,----F--,2.00-3.00,1-3PM,,,2,
G005 DENT,DENT22095,no description available,GI System,---TH---,2.00-3.00,8-10AM,,,2,
G005 DENT,DENT22095,no description available,GI System,---TH---,2.00-3.00,8-10AM,,,2,
G378 DENT,DENT22095,no description available,GI System,---TH---,2.00-3.00,8-10AM,,,2,
G322 DENT,DENT23769,no description available,Orthodontic Diagnosis,---TH---,1.00-10.00,10-12PM,"Cevidanes, McClatchey",,2,
G360 DENT,DENT23769,no description available,Orthodontic Diagnosis,---TH---,1.00-10.00,10-12PM,,,2,
ARR,DENT22036,no description available,Phys Biomech Tooth,---TH---,1.00-2.00,10-12PM,Berkman,,2,
ARR,DENT22036,no description available,Phys Biomech Tooth,---TH---,1.00-2.00,10-11AM,,,2,
G005 DENT,DENT22097,no description available,GU System,M------,2.00-4.00,3-5PM,"Brzezinski, Tindle",,2,
G005 DENT,DENT22097,no description available,GU System,---TH---,2.00-4.00,8-10AM,,,2,
G005 DENT,DENT22097,no description available,GU System,----F--,2.00-4.00,1-3PM,,,2,
G005 DENT,DENT19984,no description available,Diagnostic Sciences IV,--W----,1,1-2PM,"Danciu, Cinti, Rivera, Lopez, Benavides",,2,
ARR,DENT22910,no description available,Pathways-HCD,-------,1.00-3.00,ARR,"Hamerink, Hamerink",,2,
ARR,DENT22911,no description available,Pathways-Reseaarch,-------,1.00-3.00,ARR,Chiego Jr,,2,
ARR,DENT22912,no description available,Pathways-Leadership,-------,1.00-3.00,ARR,"Sweier, Pinsky",,2,
G390 DENT,DENT22104,no description available,Principles of Endodontics II,---TH---,1,8-9AM,"Botero, Edlund, McWatters, Shapiro, Soden, Stowe, Aminlari, Tang",,2,
G322 DENT,DENT22758,no description available,Adv. Operative Dent,M------,1,1-2PM,"Fasbinder, Yaman, Neiva",,2,
ARR,DENT25295,no description available,Clinical Rotation - OMFS/HD,-------,0.00-10.00,ARR,,,2,
ARR,DENT21632,no description available,Dental Student Teaching I,-----SA-,1.00-3.00,9-1230PM,Inglehart,,2,
G390 DENT,DENT22757,no description available,Profession & Practice,M-W----,2,8-9AM,"Fitzgerald, de Peralta",,2,
ARR,DENT26686,no description available,Pract Mgmt: Bus. Plans,-------,1,ARR,,,2,
ARR,DENT26722,no description available,Intro to CBDE,-------,0.50-3.00,ARR,"Hamerink, Piskorowski",,2,
ARR,DENT32252,no description available,ID'ing Human Traff Victims,--W----,3,315-415PM,Murdoch-Kinch,,2,
ARR,DENT32252,no description available,ID'ing Human Traff Victims,--W----,3,430-630PM,,,2,
ARR,DENT23832,no description available,Emerging Educators in Academic Dentistry (elective,-------,1,ARR,,,2,
ARR,DENT26847,no description available,Applied Head and Neck Anatomy,-------,0.00-10.00,ARR,Brzezinski,,2,
ARR,DENT23836,no description available,Pathways-HCD,-------,0.00-2.00,ARR,"Hamerink, Hamerink",,2,
ARR,DENT23837,no description available,Pathways-Research,-------,0.00-2.00,ARR,Chiego Jr,,2,
ARR,DENT23838,no description available,Pathways-Leadership,-------,0.00-2.00,ARR,"Sweier, Pinsky",,2,
ARR,DENT21399,no description available,Oral Surgery,-------,1,ARR,Hita,,2,
ARR,DENT19641,no description available,Oral Surgery,-------,1,ARR,Fasbinder,,2,
ARR,DENT21633,no description available,Dental Student Teaching I,-------,1.00-3.00,ARR,Inglehart,,2,
G390 DENT,DENT22877,no description available,Professionalism & Practice,M-W----,0,1-2PM,Fitzgerald,,2,
ARR,DENT21398,no description available,Community Based Dent Ed,-------,3.00-4.00,ARR,"Piskorowski, Hamerink",,2,
ARR,DENT19591,no description available,Curr Practical Prjct,-------,1,ARR,Woolfolk,,2,
1033 DENT,DENTED10154,no description available,Research Methods,-T-----,1.00-2.00,8-10AM,"Holland, Kaigler, Mac Eachern, Giannobile, Jin, Anderson",,2,
ARR,DENTED23788,no description available,Head & Neck Anatomy,-------,1.5,ARR,Brzezinski,,2,
ARR,DENTED23789,no description available,Head & Neck Anatomy,MTWTHF--,1.5,8-12PM,Brzezinski,,2,
G311 DENT,DENTED24234,no description available,Clin Orl&Max Path,-T-----,1,8-9AM,Castilho,,2,
ARR,DENTED10153,no description available,Practicum Clin Teach,-------,1.00-3.00,ARR,Furgeson,,2,
ARR,DHYGRACK23628,no description available,Fndt Oral Hlth Serv,-------,1.00-3.00,ARR,Farrell,,2,
ARR,ENDODONT10173,no description available,Preclin Grad Endo,-------,5,ARR,"McDonald, Botero",,2,
ARR,ENDODONT10174,no description available,Clin Endodontics,-------,1.00-3.00,ARR,"McDonald, Botero, Bauer, Michaelson, Carr, Gardner",,2,
1033 DENT,ENDODONT30957,no description available,Sem-Endodontics,---TH---,1.00-2.00,1-4PM,McDonald,,2,
ARR,ENDODONT21415,no description available,Biol Basis for Endo,-------,1.00-2.00,ARR,McDonald,,2,
ARR,ENDODONT31537,no description available,Endo Research,-------,1.00-3.00,ARR,,,2,
ARR,ENDODONT31538,no description available,Endo Research,-------,1.00-3.00,ARR,McDonald,,2,
B312A DENT,ENDODONT10176,no description available,Case  Pres  & Treat,----F--,1,1-3PM,McDonald,,2,
ARR,ENDODONT10177,no description available,Pharmacology&Medicn,-------,1,ARR,,,2,
ARR,ORALBIOL10178,no description available,Biol Oral Tissues,-------,2,ARR,,,2,
ARR,ORALBIOL10179,no description available,Orientat Research,-------,1.00-2.00,ARR,,,2,
ARR,ORALBIOL10180,no description available,Clin Dental Pharm,-------,1,ARR,,,2,
ARR,ORALBIOL10181,no description available,Stat Meth Oral Biol,-------,1.00-3.00,ARR,,,2,
ARR,ORALBIOL10182,no description available,Directed Research,-------,1.00-4.00,ARR,,,2,
ARR,ORALBIOL10183,no description available,Oral Sensations,-------,1,ARR,,,2,
ARR,ORALBIOL10184,no description available,Prin Immun Gr Dent,-------,1,ARR,,,2,
1018 DENT,ORALBIOL10185,no description available,Prenat Fac Gro,---TH---,1.00-2.00,8-9AM,,,2,
ARR,ORALBIOL10186,no description available,Design&Analysis,-------,2,ARR,,,2,
ARR,ORALBIOL10187,no description available,Conscious Sedation,-------,1,ARR,,,2,
ARR,ORALBIOL10187,no description available,Conscious Sedation,-------,1,ARR,,,2,
ARR,ORALBIOL10188,no description available,Clin Consc Sedation,-------,1,ARR,,,2,
ARR,ORALBIOL10189,no description available,Topc Oral Histology,-------,1,ARR,,,2,
ARR,ORALBIOL10190,no description available,Seminar in Oral Bio,-------,1,ARR,,,2,
ARR,ORALBIOL10191,no description available,Diss-Precand,-------,1.00-8.00,ARR,,,2,
ARR,ORALBIOL10192,no description available,Diss-Cand,-------,8,ARR,,,2,
ARR,ORALDIAG10193,no description available,Thesis Investigatn,-------,1.00-2.00,ARR,,,2,
B312B DENT,ORALDIAG10194,no description available,Radiology,--W----,2,10-12PM,D'Silva,,2,
ARR,ORALHEAL23842,no description available,Craniofac Dev&Grow,-T-----,1,8-10AM,Berkman,,2,
ARR,ORALHEAL23843,no description available,Mineralized Tissues,-T-----,1,8-10AM,Ritchie,,2,
ARR,ORALHEAL24880,no description available,Supplemental CMB,-------,1,ARR,,,2,
1033 DENT,ORALHEAL10195,no description available,Sci Sem Series,-T-----,1.00-2.00,12-130PM,Kaartinen,,2,
G550 DENT,ORALHEAL10195,no description available,Sci Sem Series,---TH---,1.00-2.00,12-130PM,,,2,
ARR,ORALHEAL10196,no description available,Sci Lab Rotations,-------,3,ARR,,,2,
ARR,ORALHEAL25375,no description available,Special Topics Sem,-------,1.00-3.00,ARR,,,2,
ARR,ORALHEAL16548,no description available,Dissertatn-Precand,-------,1.00-8.00,ARR,,,2,
ARR,ORALHEAL10197,no description available,Dissertation-Cand,-------,8,ARR,,,2,
ARR,ORALPATH22951,no description available,Oral Path Lit Review,-------,1,ARR,Danciu,,2,
ARR,ORALPATH22946,no description available,Clinical Oral Path,-------,1.00-2.00,ARR,Danciu,,2,
ARR,ORALPATH22947,no description available,General Pathology,-------,2.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH22948,no description available,Microscopic OralPath,-------,2.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH10198,no description available,Surgical Oral Path,-------,1.00-8.00,ARR,,,2,
ARR,ORALPATH10199,no description available,Clinical Oral Path,-------,1.00-4.00,ARR,,,2,
ARR,ORALPATH10200,no description available,Oral Path&Diag Lect,-------,2,ARR,,,2,
ARR,ORALPATH25302,no description available,Thesis Investigatn,-------,1.00-3.00,ARR,,,2,
ARR,ORALPATH10201,no description available,Adv Oral Path Sem,-------,1.00-6.00,ARR,,,2,
ARR,ORALPATH10202,no description available,Journal Club,-------,1.00-4.00,ARR,,,2,
ARR,ORALPATH23820,no description available,Oral Path Lit Review,-------,1,ARR,Danciu,,2,
ARR,ORALPATH23822,no description available,Clinical Oral Path,-------,1.00-2.00,ARR,Danciu,,2,
ARR,ORALPATH23831,no description available,General Pathology,-------,2.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH23833,no description available,Microscopic OralPath,-------,1.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH23839,no description available,Cone Beam CT Interp,-------,1,ARR,Benavides,,2,
ARR,ORALPATH24948,no description available,Oral Path Lit Review,-------,1,ARR,Danciu,,2,
ARR,ORALPATH24949,no description available,Clinical Oral Path,-------,1.00-2.00,ARR,Danciu,,2,
ARR,ORALPATH24950,no description available,General Pathology,-------,2.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH24951,no description available,Microscopic ORALPATH,-------,1.00-4.00,ARR,Danciu,,2,
ARR,ORALPATH25303,no description available,Adv Radio Interp,-------,1,ARR,,,2,
ARR,ORALPATH25304,no description available,Indep Study,-------,1,ARR,,,2,
ARR,ORTHO26616,no description available,Principles in Ortho,-------,1.00-2.00,ARR,Kim-Berman,,2,
ARR,ORTHO28931,no description available,Intro Master's Thesis,-------,1.00-2.00,ARR,,,2,
ARR,ORTHO26617,no description available,Intro Master's Thesis,-------,1.00-2.00,ARR,Hatch,,2,
ARR,ORTHO26533,no description available,History of Ortho,-------,1.00-2.00,ARR,Johnston Jr,,2,
ARR,ORTHO26532,no description available,Proffit Review,-------,1.00-2.00,ARR,Cevidanes,,2,
ARR,ORTHO20219,no description available,Tooth Movement,-------,1,ARR,Hatch,,2,
ARR,ORTHO10203,no description available,Clinical Orthodon,-------,1.00-5.00,ARR,Kim-Berman,,2,
1528 DENT,ORTHO25144,no description available,Ortho Techniques,-------,1.00-3.00,ARR,McClatchey,,2,
ARR,ORTHO10204,no description available,Ortho Pediat Dent,-------,1.00-4.00,ARR,Ono,,2,
1528 DENT,ORTHO10205,no description available,Trtmnt Comp Patnt,--W----,1.00-2.00,8-10AM,McNamara Jr,,2,
ARR,ORTHO28934,no description available,Review Curr Lit,-------,1,ARR,Johnston Jr,,2,
ARR,ORTHO25307,no description available,Research-Thesis,-------,1.00-2.00,ARR,,,2,
ARR,ORTHO31539,no description available,Research-Thesis,-------,1.00-2.00,ARR,Hatch,,2,
ARR,ORTHO10206,no description available,Intro Ortho Tech,-------,1,ARR,Arruda,,2,
B312A DENT,ORTHO10207,no description available,Occlusal Developmnt,---TH---,1,10-12PM,West,,2,
1528 DENT,ORTHO10208,no description available,Intro Cephalometric,---TH---,1,10-12PM,Cevidanes,,2,
1528 DENT,ORTHO24956,no description available,Adv Diagn&Trtment,--W----,1.00-2.00,10-12PM,McNamara Jr,,2,
ARR,ORTHO10209,no description available,Clin Ped Ortho,-------,1.00-3.00,ARR,Ono,,2,
ARR,ORTHO10210,no description available,Meth&Prob Clin Res,-------,1.00-16.00,ARR,"Johnston Jr, Kim-Berman",,2,
1528 DENT,ORTHO10211,no description available,Mg Chl Craniofac,----F--,1,11-12PM,Kelly,,2,
B312A DENT,ORTHO19420,no description available,Ortho Pract Mgment,M------,1,10-12PM,Roberts,,2,
ARR,ORTHO28933,no description available,Treatment in Prog,-------,1,ARR,Kim-Berman,,2,
ARR,PEDDENT10212,no description available,Clinical Ped Dent,-------,1.00-5.00,ARR,Boynton,,2,
G311 DENT,PEDDENT10213,no description available,Sem Pediatric Dent,-T-----,3,1-5PM,Boynton,,2,
1397 DENT,PEDDENT10213,no description available,Sem Pediatric Dent,-T-----,3,10-12PM,,,2,
ARR,PEDDENT25308,no description available,Investigatn-Thesis,-------,1.00-3.00,ARR,,,2,
2397 DENT,PEDDENT20070,no description available,Stan Care of Ped Den,-T-----,1.00-2.00,12-1PM,Boynton,,2,
ARR,PEDDENT10214,no description available,Pd Anes Rotatn,-------,2,ARR,,,2,
ARR,PERIODON10215,no description available,Periodontic Clinic,-------,1.00-6.00,ARR,Wang,,2,
B312B DENT,PERIODON10216,no description available,Sem in Periodontics,M------,1,9-12PM,"Eber, Wang",,2,
B312A DENT,PERIODON10217,no description available,Periodontal Therapy,M-W----,1.00-2.00,1-2PM,,,2,
ARR,PERIODON26499,no description available,Intro Cons I.V. Sed,-------,1,ARR,Carroll,,2,
1033 DENT,PERIODON10218,no description available,Patient Mgt Perio,M------,1,8-9AM,Wang,,2,
G580 DENT,PERIODON10219,no description available,Patient&Prac Mgt,--W----,1,530-730PM,Wang,,2,
ARR,PERIODON25312,no description available,Thesis Investigatn,-------,1.00-3.00,ARR,,,2,
ARR,PERIODON31540,no description available,Thesis Investigatn,-------,1.00-3.00,ARR,Wang,,2,
B312A DENT,PERIODON10220,no description available,Current Lit-Perio,--W----,1,10-11AM,Wang,,2,
B312A DENT,PERIODON10221,no description available,Implants,--W----,1,11-12PM,Wang,,2,
G580 DENT,PROSTHOD14532,no description available,Independent Study,--W----,1.00-2.00,10-12PM,,,2,
B312A DENT,PROSTHOD10222,no description available,Prin Compl Dent Pro,----F--,1,8-9AM,May,,2,
G311 DENT,PROSTHOD10223,no description available,Partial Dent Theory,M------,1,10-11AM,Oh,,2,
ARR,PROSTHOD10224,no description available,Clin Prosthodontics,-------,1.00-6.00,ARR,Razzoog,,2,
ARR,PROSTHOD25313,no description available,Thesis Investigatn,-------,1.00-3.00,ARR,,,2,
B312B DENT,PROSTHOD10225,no description available,Maxillofac Prac Sem,----F--,1,1-5PM,Marunick,,2,
1033 DENT,PROSTHOD17097,no description available,Adv Tx Planning,----F--,1,1-2PM,Razzoog,,2,
B312B DENT,PROSTHOD10226,no description available,Clin Crown&Bridge,---TH---,1.00-2.00,8-10AM,Beard,,2,
G580 DENT,PROSTHOD10227,no description available,Adv Clin Crown&Brid,---TH---,1,10-12PM,Beard,,2,
ARR,PROSTHOD10228,no description available,Thesis Investigatn,-------,1.00-8.00,ARR,,,2,
ARR,RESTORA28970,no description available,Princ of Occlusion,-------,2,ARR,Valcanaia,,2,
ARR,RESTORA28971,no description available,Dig Ceramic Dent,-------,2,ARR,Fasbinder,,2,
ARR,RESTORA31542,no description available,CAD/CAM Restorations,M------,1,1-5PM,"Neiva, Fasbinder",,2,
ARR,RESTORA32935,no description available,Adv Cariology Sem,-------,1,ARR,Gonzalez,,2,
ARR,RESTORA32936,no description available,Compreh Rest Concpts,-------,2,ARR,"Fasbinder, Neiva",,2,
ARR,RESTORA23916,no description available,Data Management,-------,1.00-2.00,ARR,Benavides,,2,
ARR,RESTORA10229,no description available,Clin Restor Dent,-------,1.00-8.00,ARR,Neiva,,2,
ARR,RESTORA25314,no description available,Thesis Investigatn,-------,1.00-3.00,ARR,,,2,
B312B DENT,RESTORA10230,no description available,Prin Operative Dent,-T-----,1.00-2.00,10-12PM,Dennison,,2,
ARR,RESTORA22920,no description available,Clinical Evaluation,--W----,2,8-10AM,Neiva,,2,
ARR,RESTORA10231,no description available,Investigatn Thesis,-------,1.00-3.00,ARR,,,2,
ARR,RESTORA10232,no description available,Restora Materials,-------,1.00-2.00,ARR,Yaman,,2,
ARR,EDBEHAVR20955,no description available,Sem Ed Psych,--W----,3,4-7PM,Cortina,,2,
ARR,EDCURINS23611,no description available,Teach Latin,M------,3,830-10AM,Ross,,2,
ARR,EDCURINS23611,no description available,Teach Latin,---TH---,3,1-230PM,,,2,
2155 NQ,EDCURINS25886,no description available,Teach Meth,----F--,3,9-12PM,Rastalsky,,2,
1315 SEB,EDUC18522,no description available,Intr Ed:Sch Mcul Soc,M-W----,3,1030-12PM,Goldin,,2,
ARR,EDUC24896,no description available,Spec Topics in Ed,-------,1.00-2.00,ARR,Boerst,,2,
1202 SEB,EDUC27515,no description available,Hist College Athlet,M-W----,3,1130-1PM,,,2,
2228 SEB,EDUC27517,no description available,Hist College Athlet,--W----,3,1-2PM,,,2,
2334 SEB,EDUC27520,no description available,Hist College Athlet,--W----,3,2-3PM,,,2,
2334 SEB,EDUC27521,no description available,Hist College Athlet,--W----,3,3-4PM,,,2,
2328 SEB,EDUC27522,no description available,Hist College Athlet,M------,3,4-5PM,,,2,
2328 SEB,EDUC27523,no description available,Hist College Athlet,M------,3,5-6PM,,,2,
ARR,EDUC17860,no description available,Practicum,-T-TH---,1.00-2.00,8-12PM,Warner,,2,
2340 SEB,EDUC17860,no description available,Practicum,----F--,1.00-2.00,10-12PM,,,2,
ARR,EDUC10235,no description available,Practicum,-T-TH---,1.00-2.00,8-12PM,Klingelhofer,,2,
2320 SEB,EDUC10235,no description available,Practicum,----F--,1.00-2.00,10-12PM,,,2,
ARR,EDUC24192,no description available,Practicum,--W----,1.00-2.00,8-12PM,Robertson,,2,
1315 SEB,EDUC24192,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC24192,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
ARR,EDUC24193,no description available,Practicum,--W----,1.00-2.00,8-12PM,Bruder,,2,
2218 SEB,EDUC24193,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC24193,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
ARR,EDUC10236,no description available,Practicum,--W----,1.00-2.00,8-12PM,Stull,,2,
2225 SEB,EDUC10236,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC10236,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
ARR,EDUC17868,no description available,Practicum,--W----,1.00-2.00,8-12PM,Blunk,,2,
ARR,EDUC17868,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
2228 SEB,EDUC17868,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC30338,no description available,Practicum,--W----,1.00-2.00,8-12PM,Kamuyu,,2,
2346 SEB,EDUC30338,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC30338,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
ARR,EDUC10237,no description available,Practicum,--W----,1.00-2.00,8-12PM,Wall,,2,
2310 SEB,EDUC10237,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC10237,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
ARR,EDUC10238,no description available,Practicum,--W----,1.00-2.00,8-12PM,Fortini,,2,
2320 SEB,EDUC10238,no description available,Practicum,--W----,1.00-2.00,530-730PM,,,2,
ARR,EDUC10238,no description available,Practicum,---TH---,1.00-2.00,8-330PM,,,2,
